key	latitude	longitude
TDSJCR10001	22.49373933	114.1429777
TDSJCR10002	22.48968532	114.1461953
TDSJCR20001	22.49351364	114.1433471
TDSJCR20002	22.48862879	114.1463219
TDSLFR10001	22.38696869	113.9690182
TDSLFR10002	22.38602329	113.9712142
TDSLFR10003	22.38561288	113.9751767
TDSLFR20001	22.38632026	113.9703981
TDSLFR20002	22.38564041	113.9755263
TDSLTR10001	22.45102316	114.0091724
TDSLTR10002	22.44728821	114.0127228
TDSLTR10003	22.44458304	114.0166604
TDSLTR10004	22.44153951	114.0163822
TDSLTR20001	22.4502649	114.0094551
TDSLTR20002	22.44790115	114.0116146
TDSLTR20003	22.44505257	114.0166113
TDSLTR20004	22.4410969	114.0162662
TDSMOSB10001	22.41472706	114.2291378
TDSMOSB10002	22.4186536	114.2342191
TDSMOSB10003	22.42267953	114.2387276
TDSMOSB10004	22.42510713	114.2427694
TDSMOSB10005	22.42875372	114.2468508
TDSMOSB20001	22.41460057	114.2293417
TDSMOSB20002	22.41740787	114.2328588
TDSMOSB20003	22.42078397	114.2364831
TDSMOSB20004	22.42410509	114.2419045
TDSMOSB20005	22.4278512	114.2455973
TDSMOSB20006	22.42924963	114.2485995
TDSMOSR10001	22.40427286	114.2184411
TDSMOSR10002	22.40819105	114.2223174
TDSMOSR10003	22.41281368	114.2256891
TDSMOSR20001	22.4086604	114.2231819
TDSMOSR20002	22.41310252	114.2261166
TDSNCWBR10001	22.33308509	114.2185656
TDSNCWBR10002	22.33195569	114.2207493
TDSNCWBR10003	22.33297578	114.2220988
TDSNCWBR10004	22.33414032	114.2235261
TDSNCWBR20001	22.33172089	114.2207686
TDSNCWBR20002	22.33303908	114.221798
TDSNCWBR20003	22.33410401	114.2241765
TDSNCWBR20004	22.33455355	114.2305348
TDSPBH10001	22.3299468	114.0325262
TDSPBH10002	22.32549757	114.0357435
TDSPBH20001	22.32823164	114.0332559
TDSPBH20002	22.32480302	114.0366761
TDSPERE10001	22.32795141	114.1914536
TDSPERE10002	22.33146392	114.1952493
TDSPERE20001	22.32915235	114.1927836
TDSPERE20002	22.3312743	114.1950358
TDSSPWR10001	22.25479041	114.1383205
TDSSPWR10002	22.25047441	114.1412418
TDSSPWR10003	22.24939152	114.1450352
TDSSPWR20001	22.25236165	114.1404555
TDSSPWR20002	22.24993262	114.1414748
TDSSPWR20003	22.249238	114.1450546
TDSTCKR10001	22.37696033	114.1904877
TDSTCKR10002	22.38127651	114.1946539
TDSTCKR10003	22.38265803	114.1960038
TDSTCKR10004	22.38792217	114.200889
TDSTCKR20001	22.38045482	114.1939061
TDSTCKR20002	22.38238715	114.1957221
TDSTCKR20004	22.38827425	114.2016173
TDSTKR10001	22.45951611	114.1987444
TDSTKR10002	22.46077182	114.1948097
TDSTKR10003	22.46221721	114.1893302
TDSTKR10004	22.46221743	114.1861531
TDSTKR10005	22.45981547	114.1832868
TDSTKR10006	22.45911119	114.1801194
TDSTKR10007	22.45725998	114.1775448
TDSTKR10008	22.45600466	114.1714046
TDSTKR20001	22.46013857	114.203
TDSTKR20002	22.45969693	114.1971122
TDSTKR20003	22.46156679	114.1919631
TDSTKR20004	22.46221737	114.1871344
TDSTKR20005	22.46079072	114.1840544
TDSTKR20006	22.45909311	114.1807704
TDSTKR20007	22.45801854	114.1776614
TDSTKR20008	22.45664591	114.1769521
TDSTKR20009	22.45568867	114.1743484
TDSTPR10002	22.44210687	114.1794779
TDSTPR10003	22.43746513	114.182596
TDSTPR10004	22.43383479	114.1847329
TDSTPR10005	22.43270591	114.1861802
TDSTPR10006	22.43271464	114.1904058
TDSTPR10007	22.43156739	114.1942911
TDSTPR10008	22.42930954	114.1963501
TDSTPR10009	22.42510131	114.1966021
TDSTPR10010	22.42241023	114.1965434
TDSTPR10011	22.41963772	114.1978057
TDSTPR10012	22.41948385	114.2003214
TDSTPR10013	22.41770436	114.2034874
TDSTPR10014	22.41540117	114.2058957
TDSTPR10015	22.4096207	114.2108089
TDSTPR10016	22.40587363	114.2079041
TDSTPR20001	22.44241391	114.178963
TDSTPR20002	22.43989433	114.1824407
TDSTPR20003	22.43592088	114.1835674
TDSTPR20004	22.43260629	114.1901629
TDSTPR20005	22.43172997	114.1940095
TDSTPR20006	22.42967078	114.1962239
TDSTPR20007	22.42641979	114.1963692
TDSTPR20008	22.42323203	114.196359
TDSTPR20009	22.42007139	114.1960963
TDSTPR20010	22.41937572	114.198641
TDSTPR20011	22.41794832	114.2026522
TDSTPR20012	22.41568117	114.2055947
TDSTPR20013	22.4124385	114.2094207
TDSTPR20014	22.40679435	114.2098273
TDSTPTWR10001	22.45110097	114.1679074
TDSTPTWR10002	22.45110116	114.1724054
TDSTPTWR20001	22.45107404	114.1715699
TDSTPTWR20002	22.45102898	114.1764178
TDSTTR10001	22.40521975	113.969399
TDSTTR10002	22.40517157	113.9741288
TDSTTR10003	22.40578786	113.9759052
TDSTTR20001	22.40531969	113.9698748
TDSTTR20002	22.40577023	113.9762548
TDSTYR10001	22.4623572	113.9933802
TDSTYR10002	22.46837449	113.9960735
TDSTYR10003	22.47060618	113.9971296
TDSTYR20001	22.46659458	113.9952499
TDSTYR20002	22.47096761	113.9973235
TDSTYR20003	22.47159559	114.0017631
TDSYSR10001	22.44647763	114.1768453
TDSYSR10002	22.45193202	114.1772727
TDSYSR10003	22.45399999	114.1779917
TDSYSR20001	22.45038781	114.1770687
TDSYSR20002	22.45295246	114.1777196
TDSYSR20003	22.45610408	114.1776516
AID01113	22.31029	114.17816
AID01122	22.34191	114.17893
AID01133	22.38371	114.20142
AID01202	22.3424	114.17875
AID07212	22.34402	114.18277
AID07106	22.31304942	114.2371069
AID07116	22.33651927	114.2070248
AID07118	22.34170428	114.1977746
AID07119	22.34167774	114.1929403
AID07208	22.3419581	114.1655748
AID07215	22.34172245	114.1969495
AID07216	22.34084609	114.1998616
AID07217	22.33838913	114.2040548
AID07218	22.33619411	114.2073839
AID07223	22.31629777	114.216435
AID07226	22.31123743	114.2278957
TDSTCKR20003	22.38659482	114.199976
TDSTPR10001	22.44619767	114.1745914
TDS90064	22.43638499	114.018263
TDS90083	22.49353485	114.0684402
TDS90085	22.49758694	114.0785344
TDS90087	22.50365058	114.0857706
TDS91043	22.42676673	114.0000613
TDS91032	22.38760402	113.9787668
TDS91047	22.43794237	114.0133653
TDS91072	22.50292713	114.0839926
AID01119	22.33252153	114.1787672
AID01205	22.33252153	114.178874
AID07105	22.31483643	114.2398543
AID07108	22.3108941	114.2284196
AID07109	22.31357779	114.223102
AID07111	22.31898025	114.2147566
AID07113	22.32855321	114.2124102
AID07214	22.34172308	114.1909406
TDS10003	22.38003861	114.2002953
TDS20006	22.40084237	114.2138951
TDS90024	22.36583482	114.0679956
TDS90029	22.3655231	114.0492281
TDS90036	22.35857899	114.0189143
TDS90088	22.50423064	114.0895995
TDS91012	22.36690894	114.0546252
TDS91014	22.36571991	114.0468783
TDS91022	22.36529227	114.0134405
TDS91035	22.40044337	113.9771559
TDS91037	22.40698289	113.9783412
TDS91038	22.41246625	113.9798776
